Name,SecondaryName,Category,Difficulty,FakieDifficulty,SwitchDifficulty,NollieDifficulty,SpecialTrick
Fakie Backside Pop Shuvit Manual Frontside 180 Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Backside Pop Shuvit Nose Manual Frontside 180 Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Backside Pop Shuvit Manual Backside 180 Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Backside Pop Shuvit Nose Manual Backside 180 Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Backside Pop Shuvit Manual Frontside 180 Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Backside Pop Shuvit Nose Manual Frontside 180 Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Backside Pop Shuvit Manual Tre Flip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Backside Pop Shuvit Nose Manual Fakie Tre Flip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Manual,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Nose Manual,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Manual Frontside 180,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Manual Backside 180,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Nose Manual Frontside 180,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Nose Manual Backside 180,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Manual Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Nose Manual Fakie Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Manual Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Nose Manual Fakie Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Manual Backside Pop Shuvit,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Nose Manual Backside Pop Shuvit,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Manual Frontside Pop Shuvit,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Nose Manual Frontside Pop Shuvit,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Manual Backside 180 Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Nose Manual Backside 180 Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Manual Frontside 180 Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Nose Manual Frontside 180 Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Manual Backside 180 Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Nose Manual Backside 180 Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Manual Frontside 180 Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Nose Manual Frontside 180 Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Manual Tre Flip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Frontside Pop Shuvit Nose Manual Fakie Tre Flip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Manual,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Nose Manual,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Manual Frontside 180,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Manual Backside 180,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Nose Manual Frontside 180,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Nose Manual Backside 180,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Manual Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Nose Manual Fakie Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Manual Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Nose Manual Fakie Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Manual Backside Pop Shuvit,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Nose Manual Backside Pop Shuvit,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Manual Frontside Pop Shuvit,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Nose Manual Frontside Pop Shuvit,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Manual Backside 180 Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Nose Manual Backside 180 Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Manual Frontside 180 Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Nose Manual Frontside 180 Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Manual Backside 180 Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Nose Manual Backside 180 Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Manual Frontside 180 Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Nose Manual Frontside 180 Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Manual Tre Flip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie Kickflip Nose Manual Fakie Tre Flip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Manual,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Nose Manual,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Manual Frontside 180,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Manual Backside 180,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Nose Manual Frontside 180,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Nose Manual Backside 180,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Manual Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Nose Manual Fakie Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Manual Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Nose Manual Fakie Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Manual Backside Pop Shuvit,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Nose Manual Backside Pop Shuvit,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Manual Frontside Pop Shuvit,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Nose Manual Frontside Pop Shuvit,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Manual Backside 180 Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Nose Manual Backside 180 Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Manual Frontside 180 Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Nose Manual Frontside 180 Kickflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Manual Backside 180 Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Nose Manual Backside 180 Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Manual Frontside 180 Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Nose Manual Frontside 180 Heelflip,INVALID,Manual Pad,INVALID,INVALID,INVALID,INVALID,0
Fakie HeelFlip Manual Fakie Tre Flip,INVALID,Manual Pad,9,INVALID,INVALID,INVALID,0
Fakie HeelFlip Switch Manual Tre Flip,INVALID,Manual Pad,10,INVALID,INVALID,INVALID,0
Casper Flip,INVALID,Flat Ground,5,INVALID,INVALID,INVALID,1
